,ITEM_DESC,VENDOR,BRAND,VENDOR_CODE,UNIT,PACK,PER_PACK,PRICE,LAST_UPDATE,ACCOUNT,FLAG
683,POTATO SLICED COOKED RUSSET SKINLESS,SYSCO,CLASSIC,3009697,CASE,2.0,10 LB,21.74,2025-09-30,KITCHEN,
684,PRETZEL TINY TWIST CLASSIC,SYSCO,ROLD GOLD,8083164,CASE,88.0,1 OZ,40.83,2025-10-22,KITCHEN,
685,RICE ARBORIO ITALIAN SUPERFINO,SYSCO,ARREZZIO,2145985,CASE,10.0,1 KG,65.44,2025-09-26,KITCHEN,
686,RICE JASMINE,SYSCO,JADE MOUNTAIN,9689688,CASE,1.0,25 LB,33.02,2025-09-19,KITCHEN,
687,SALMON FILLET BAY OF FUNDY,SYSCO,PORTICO,1039690,LB,1.0,10 LB,$8.50 ,2025-08-11,,
688,SALSA CHUNKY MILD AUTHENTIC,SYSCO,CASA SOLANA,7775693,CASE,4.0,135 OZ,$78.39 ,2025-08-19,,
689,SALSA JALAPENO FIRE ROASTED DICED,SYSCO,CASA SOLANA,7143211,CASE,6.0,#10,54.1,2025-09-19,KITCHEN,
690,SALT KOSHER FLAKE COARSE,SYSCO,CLASSIC,6040760,CASE,12.0,3 LB,55.57,2025-09-19,KITCHEN,
691,SANDWICH PEANUT BTR&STW WHEAT,SYSCO,UNCRUSTABLES,7250713,CASE,48.0,2.6 OZ,$44.38 ,2025-08-01,,
692,SAUCE CHILI SWEET THAI,SYSCO,MAE PLOY,1901992,CASE,12.0,32 OZ,$59.25 ,2025-10-22,KITCHEN,
693,SAUCE PEPPER CAYENNE RED HOT,SYSCO,FRANK'S REDHOT,4096418,CASE,24.0,5 OZ,$28.30 ,2025-08-05,,
694,SHALLOT FRESH,SYSCO,IMPERIAL,9582545,CASE,1.0,5 LB,$22.15 ,2025-08-01,,
695,"SHELL TACO YELLOW REGULAR 5""",SYSCO,MISSION FOODS,9887902,CASE,8.0,25 CT,21.17,2025-09-30,KITCHEN,
696,SHERBET RAINBOW,SYSCO,HOUSE OF FLAVORS,2588861,CASE,1.0,3 GAL,$20.88 ,2025-08-15,,
697,SHRIMP WHITE PEELED AND DEVEINED TAIL-OFF 51/60,SYSCO,PORTICO,7952526,CASE,4.0,2.5 LB,$53.47 ,2025-08-20,,
698,SHRIMP WHITE PEELED AND DEVEINED TAIL-ON 16/20,SYSCO,PORTICO,5107525,CASE,4.0,2.5 LB,69.23,2025-09-26,KITCHEN,
699,SNACK BAR RICE KRISPIES TREAT,SYSCO,KELLOGG'S,6092714,CASE,6.0,16 CT,$29.70 ,2025-08-01,,
700,SNACK FRUIT SCOOBY-DOO SHAPE,SYSCO,GENERAL MILLS,4673687,CASE,96.0,0.9 OZ,$34.22 ,2025-08-05,,
701,STEAK SIRLOIN TOP CENTER CUT 1/4 INCH CHOICE,SYSCO,BUCKHEAD PRIDE,6012613,LB,28.0,6 OZ,$8.58 ,2025-08-15,,
702,SUNFLOWER KERNEL OIL ROASTED SALTED,SYSCO,CLASSIC,4888293,CASE,1.0,5 LB,21.58,2025-09-26,KITCHEN,
703,TEA BAG ICED 1 OZ,SYSCO,LIPTON,4046264,CASE,4.0,24 CT,$30.13 ,2025-08-01,,
704,TEA HOT CHAMOMILE ROSE FILTER BAG US,SYSCO,TEAVANA,7068326,CASE,6.0,24 CT,$32.39 ,2025-08-04,,
705,TEA HOT EARL GREY FILTER BAG US,SYSCO,TEAVANA,7068321,CASE,6.0,24 CT,$32.39 ,2025-08-04,,
706,TEA HOT ENGLISH BREAKFAST FILTER BAG US,SYSCO,TEAVANA,7068336,CASE,6.0,24 CT,$32.39 ,2025-08-04,,
707,TEA HOT GREEN RADIANT FILTER BAG,SYSCO,TEAVANA,7068322,CASE,6.0,24 CT,$32.39 ,2025-08-04,,
708,TEA HOT MINT HARMONIC FILTER BAG,SYSCO,TEAVANA,7068348,CASE,6.0,24 CT,$32.39 ,2025-08-04,,
709,TOFU EXTRA FIRM CHINESE,SYSCO,HOUSE FOODS,5188131,CASE,12.0,12 OZ,19.1,2025-10-22,KITCHEN,
710,TOMATO DICED,SYSCO,FULL-RED,5031596,CASE,6.0,#10,$33.51 ,2025-08-01,,
711,TOMATO DICED 3/8 SALSA STYLE,SYSCO,CASA SOLANA,4978906,CASE,6.0,#10,$43.50 ,2025-08-01,,
712,TOMATO WHOLE PEELED SAN MARZANO,SYSCO,CARMELINA,9280371,CASE,6.0,91 OZ,$66.40 ,2025-08-20,,
713,TOPPING CARAMEL READY TO USE,SYSCO,CLASSIC,4821591,CASE,6.0,#5,$50.13 ,2025-08-22,,
714,TORTELLINI TRICOLOR CHEESE,SYSCO,PERFECT PASTA,7249796,CASE,2.0,5 LB,$36.42 ,2025-08-20,,
715,TORTILLA CORN WHITE FRYING 6 INCHES,SYSCO,CASA SOLANA,4219705,CASE,12.0,60 CT,$44.13 ,2025-08-08,,
716,TURKEY BREAST BONELESS RAW BAG 15%,SYSCO,PREMIUM,1782788,LB,2.0,9 LB,$4.50 ,2025-08-22,,
717,VINEGAR APPLE CIDER 50 GRAIN,SYSCO,CLASSIC,4069373,CASE,4.0,1 GAL,$37.22 ,2025-08-19,,
718,WALNUT HALVES AND PIECES,SYSCO,CAPITAL FOOD CO.,1438804,CASE,2.0,2.5 LB,$32.75 ,2025-08-01,,
719,WATER BOTTLED DRINKING,SYSCO,NIAGARA,9901029,CASE,40.0,16.9 OZ,$12.26 ,2025-08-04,,
720,WHITEFISH FILLET 10-12 OZ,SYSCO,IMPERIAL,1051339,CASE,1.0,10 LB,$81.06 ,2025-08-18,,
721,WRAP TORTILLA FLOUR 12 INCH,SYSCO,CLASSIC,2250581,CASE,6.0,12 CT,$20.92 ,2025-08-06,,
722,COFFEE BEAN DECAF DINER'S,VANEERDEN,PARAMOUNT,36691,CASE,2.0,5 LB,$110.22 ,2025-08-21,KITCHEN,
723,PICKLE CHIP SWEET HOTTIE,VANEERDEN,COOL CRISP,55417,CASE,2.0,1 GAL,$24.84 ,2025-08-21,KITCHEN,
724,CHICKEN BREAST BREADED PRECOOKED CRISPY,SYSCO,TYSON RED LABEL,8402170,CASE,46.0,3.5 OZ,33.67,2025-09-30,KITCHEN,
725,PASTA GEMELLI,SYSCO,BARILLA ITALIAN PASTA,8085888,CASE,2.0,10 LB,27.65,2025-09-30,KITCHEN,
726,SHRIMP PEELED&DEVEINED WHITE RAW 8/12 TAIL ON,SYSCO,PACKER,7190863,CASE,5.0,2 LB,103.47,2025-09-30,KITCHEN,
727,TURKEY BREAST BONELESS RAW FOIL 32%,SYSCO,CLASSIC,4347126,LB,2.0,9 LB,4.214,2025-09-30,KITCHEN,
728,EGG WHITE SUPER WHIPPED,SYSCO,WHOLESOME FARMS,1394618,CASE,6.0,5 LB,54.81,2025-09-30,KITCHEN,
729,"TORTILLA FLOUR PRESSED 6""",SYSCO,CASA SOLANA,2272575,CASE,24.0,12 CT,26.17,2025-10-22,KITCHEN,
730,ENTREE LASAGNA MEAT,SYSCO,STOUFFER,1013986,CASE,4.0,6 LB,101.23,2025-09-30,KITCHEN,
731,EGGPLANT CUTLET BREADED,SYSCO,BERNARDI,6451611,CASE,1.0,10 LB,48.45,2025-09-30,KITCHEN,
732,BREAD BAGUETTE CRUSTY PARBAKED,SYSCO,SIGNATURE FOODS,5860097,CASE,25.0,8.75 OZ,36.65,2025-09-30,KITCHEN,
733,PORK LOIN BONELESS CENTER-CUT STRAP-OFF,SYSCO,BUTCHER'S BLOCK,5812296,LB,2.0,8 LB,2.38,2025-09-29,KITCHEN,
734,COVER BUN PAN RACK HIGH DENSITY 52 X 80 15 MICRON,SYSCO,CLASSIC,5854377,CASE,1.0,50 CT,24.61,2025-09-29,KITCHEN,
735,CIDER APPLE FRESH MICHIGAN,SYSCO,MICHIGAN GROWN PRODUCE,6671925,CASE,4.0,1 GAL,30,2025-09-26,KITCHEN,
736,"CAKE SHEET CHOCOLATE DOUBLE 12""X16""",SYSCO,CLASSIC,8728240,CASE,4.0,74 OZ,64.88,2025-09-26,BAKERY,
737,MUSTARD BROWN SPICY,SYSCO,CLASSIC,4713802,EACH,1.0,1 GAL,8.07,2025-09-26,KITCHEN,
738,CAKE SHEET CARROT 12 INCHES X 16 INCHES,SYSCO,CLASSIC,8727881,CASE,4.0,96 OZ,81.33,2025-09-26,BAKERY,
739,DOUGH ROLL CINNAMON PETITE,SYSCO,RICH'S PRODUCTS CORP,1069749,CASE,240.0,1.25 OZ,43.53,2025-09-26,BAKERY,
740,CAKE LEMON ITALIAN CREAM 12 SLICES,SYSCO,DIANNE'S GOURMET DESSERTS,3204791,CASE,2.0,66 OZ,75.78,2025-09-26,BAKERY,
741,MIX MUFFIN CORN COMPLETE,SYSCO,BAKER'S SOURCE,5912282,CASE,6.0,5 LB,70.39,2025-09-26,BAKERY,
742,BRATWURST SMOKED BACON CHEDDAR,SYSCO,NUESKE'S,7013658,CASE,12.0,1 LB,74.25,2025-09-26,KITCHEN,
743,SAUSAGE KNACKWURST COOKED 4X1,SYSCO,SCHALLER & WEBBER,7030509,LB,4.0,3 LB,7.173,2025-09-26,KITCHEN,
744,SAUSAGE PORK GERMAN,SYSCO,PILLERS (MEAT),1669314,LB,2.0,2.5 LB,8.989,2025-09-26,KITCHEN,
745,BEEF PATTY 80/20 CHUCK STEAKBURGER WIDE CAB,SYSCO,BUCKHEAD PRIDE,7201497,CASE,80.0,8 OZ,92.48,2025-10-22,KITCHEN,
746,SNACK MIX ORIGINAL SNAK-ENS,SYSCO,GARDETTO'S,5660816,CASE,1.0,10 LB,36.17,2025-09-26,KITCHEN,
747,SAUSAGE LANDJAEGER NATURAL,SYSCO,NUESKE'S,1439492,CASE,12.0,6 OZ,104.28,2025-09-26,KITCHEN,
748,SHRIMP BREADED BUTTERFLIED CLEANED WITH TAIL 21-25 PER # ASIA,SYSCO,PORTICO,5670290,CASE,4.0,3 LB,68.69,2025-09-26,KITCHEN,
749,DUMPLING SPAETZLE PRECOOKED FROZEN,SYSCO,T. MARZETTI,1541176,CASE,4.0,3 LB,29.69,2025-09-26,KITCHEN,
750,ROLL DINNER WHOLE WHEAT BAKED 1.5 OZ,SYSCO,ROTELLA,1429737,CASE,8.0,12 CT,31.14,2025-09-26,KITCHEN,
751,PIEROGI POTATO CHEESE,SYSCO,TURRIS ITALIAN FOODS,268736,CASE,2.0,6 LB,45.42,2025-09-26,KITCHEN,
752,PASTA GNOCHHI POTATO,SYSCO,PERFECT PASTA,7253510,CASE,2.0,5 LB,36.13,2025-09-26,KITCHEN,
753,PASTA GNOCCHI CHEESE,SYSCO,ARREZZIO,7265421,CASE,2.0,5 LB,38.33,2025-09-26,KITCHEN,
754,SAUERKRAUT SHREDDED FANCY,SYSCO,IMPERIAL,4189171,CASE,6.0,#10,50.91,2025-09-24,KITCHEN,
755,RICE BROWN PARBOILED WHOLE GRAIN QUICK COOK,SYSCO,IMPERIAL,3939380,CASE,1.0,25 LB,19.48,2025-09-24,KITCHEN,
756,PASTA TORTELLONI 4 CHEESE GLUTEN FREE,SYSCO,ARREZZIO,7188875,CASE,1.0,10 LB,63.91,2025-09-24,KITCHEN,
757,BEEF ROUND INSIDE TOP SPLIT & TIED CHOICE 1,SYSCO,BUTCHER'S BLOCK,1111913,LB,2.0,10 LB,6.22,2025-09-24,KITCHEN,
758,DOUGH PUFF PASTRY SLAB 10X15,SYSCO,BAKER'S SOURCE,7198009,CASE,20.0,12 OZ,64.25,2025-09-24,BAKERY,
759,DESSERT BAR LEMON,SYSCO,IMPERIAL,4689394,CASE,3.0,102 OZ,88.69,2025-09-24,BAKERY,
760,"CAKE COFFEE ASSORTMENT 10""",SYSCO,CLASSIC,4423950,CASE,4.0,54 OZ,96.88,2025-09-24,BAKERY,
761,VINEGAR BALSAMIC ITALY,SYSCO,ARREZZIO,5889654,CASE,2.0,5 LTR,41.85,2025-09-23,KITCHEN,
762,MEATBALL BEEF COOKED .5 OZ,SYSCO,FONTANINI,6661948,CASE,2.0,5 LB,60.9,2025-09-23,KITCHEN,
763,APPLESAUCE IN JUICE UNSWEETENED CUP,SYSCO,CLASSIC,1484106,CASE,72.0,4 OZ,36.7,2025-09-22,KITCHEN,
764,EGG YOLK LIQUID FRESH,SYSCO,PAPETTI'S,1777309,CASE,15.0,2 LB,63.31,2025-09-22,KITCHEN,
765,SALMON ATLANTIC SMOKED SLICED FILLET USA,SYSCO,PORTICO,3352820,LB,2.0,2.5 LB,13.685,2025-09-19,KITCHEN,
766,CAKE CHOCOLATE TORTE FLOURLESS,SYSCO,SWEET STREET,865275,CASE,2.0,"10""",65.34,2025-09-19,BAKERY,
767,BREAD MARBLE RYE DETROIT 5/8 INCH SLICED,SYSCO,MICHIGAN BREAD,4622330,CASE,4.0,48 OZ,30.78,2025-09-19,BAKERY,
768,"PIE SHELL UNBAKED 9""",SYSCO,WICK'S,1181627,CASE,18.0,9 IN,29.2,2025-09-19,BAKERY,
769,DOUGH COOKIE CHOCOLATE CHUNK,SYSCO,DAVID'S COOKIES,2572436,CASE,213.0,1.5 OZ,72.91,2025-09-19,BAKERY,
770,VINEGAR RED WINE 50 GRAIN,SYSCO,CLASSIC,4113056,CASE,4.0,1 GAL,40.57,2025-10-22,KITCHEN,
771,PEPPER PIQUANTE SWEET WHOLE MILD,SYSCO,PEPPADEW,304259,CASE,2.0,105 OZ,50.95,2025-09-19,KITCHEN,
772,SUGAR EXTRA FINE GRANULAR PACKET,SYSCO,CLASSIC,4000899,CASE,2000.0,.1 OZ,17.15,2025-09-17,KITCHEN,
773,DOUGH ROLL CINNAMON TWIRL,SYSCO,PILLSBURY BAKERIES,9233107,CASE,100.0,5 OZ,74.44,2025-09-17,BAKERY,
774,CHEESECAKE RASPBERRY WHITE CHOCOLATE,SYSCO,SWEET STREET,5174230,CASE,2.0,87 OZ,86.49,2025-09-17,BAKERY,
775,BREAD TEXAS TOAST WHITE SLICED,SYSCO,BAKER'S SOURCE,2452211,CASE,10.0,24 OZ,35.06,2025-09-15,KITCHEN,
776,SHALLOT PEELED FRESH,SYSCO,IMPERIAL,1821529,EACH,1.0,5 LB,33.76,2025-09-15,KITCHEN,
777,MEATBALL BEEF ITALIAN STYLE .5 OZ,SYSCO,ARREZZIO,7836562,CASE,2.0,5 LB,56.76,2025-09-15,KITCHEN,
778,OIL SESAME SEED PURE,SYSCO,LEE KUM KEE,4899373,EACH,1.0,1 GAL,52.64,2025-09-15,KITCHEN,
779,SUGAR SUBSTITUTE PACKET PINK,SYSCO,SWEET & LOW,2326140,CASE,1.0,3000 CT,28.98,2025-09-15,KITCHEN,
780,ALMOND NAUTRAL SLICED,SYSCO,CLASSIC,4645412,CASE,3.0,2 LB,63.93,2025-09-12,BAKERY,
781,JUICE ORANGE FRESH,SYSCO,ORCHID ISLAND,3148681,CASE,4.0,1 GAL,61.27,2025-09-12,KITCHEN,
782,BREAD CINNAMON SWIRL .75 INCH,SYSCO,BUN BASKET,2159994,CASE,10.0,18 OZ,47.81,2025-09-12,BAKERY,
783,CHEESE BRIE TIN DANISH,SYSCO,FRIENDSHIP CHEESES,8646038,CASE,12.0,4.5 OZ,39.15,2025-09-12,KITCHEN,
784,RICE BASMATI INTNL BENS,SYSCO,BEN'S ORIGINAL MCW RICE,7191045,CASE,2.0,5 LB,27.67,2025-09-12,KITCHEN,
785,SAUSAGE BULK ITALIAN MEDIUM HOT RAW,SYSCO,GRECO & SONS,7188787,CASE,2.0,10 LB,63.73,2025-09-12,KITCHEN,
786,APPETIZER SCALLOP BACON,SYSCO,PREMIUM,1237056,CASE,4.0,25 CT,128.13,2025-09-12,KITCHEN,
787,PRETZEL BAVARIAN BRAUHAUS BAKED,SYSCO,BRAUHAUS,4675584,CASE,12.0,10 OZ,37.49,2025-09-10,KITCHEN,
788,BREAD WHITE SOFT SANDWICH GLUTEN FREE,SYSCO,UDI'S HEALTHY FOODS,7040539,CASE,6.0,24 OZ,60.52,2025-09-10,KITCHEN,
789,TUNA YELLOWFIN SAKU 8-10 OUNCE INDONESIA,SYSCO,EMPEROR'S CHOICE (SEAFOOD),4434235,CASE,1.0,10 LB,133.03,2025-09-10,KITCHEN,
790,SAUCE TABASCO HOT,SYSCO,TABASCO,5102736,CASE,12.0,5 OZ,37.25,2025-09-10,KITCHEN,
791,COCONUT SHREDDED MEDIUM,SYSCO,CLASSIC,4510863,CASE,1.0,10 LB,27.51,2025-09-10,BAKERY,
792,CAKE ANGEL FOOD,SYSCO,SARA LEE,3019866,CASE,6.0,22 OZ,42.47,2025-09-10,BAKERY,
793,WALNUT HALVES & PIECES,SYSCO,CLASSIC,4888574,CASE,1.0,5 LB,60.01,2025-09-09,KITCHEN,
794,PEANUT DRY ROASTED SALTED BLANCHED,SYSCO,CLASSIC,4645438,CASE,3.0,2 LB,29.31,2025-09-09,KITCHEN,
795,PASTA PENNE RIGATE HEAVY WALL,SYSCO,PASTA LABELLA,4560967,CASE,2.0,10 LB,30.06,2025-09-09,KITCHEN,
796,TIE TWIST BAG WHITE 4 INCH,SYSCO,PACKER,8364341,CASE,1.0,2000 CT,52.38,2025-09-09,BAKERY,
797,MLIK COCONUT THAI KITCHEN CAN,SYSCO,THAI KITCHEN,7027820,EACH,1.0,96 OZ,23.27,2025-09-09,KITCHEN,
798,CHEESE COJITA QUESO GRATED,SYSCO,SUPREMO,7027846,CASE,6.0,2.2 LB,88.85,2025-09-09,KITCHEN,
799,BEAN GREAT NORTHERN,SYSCO,CLASSIC,4062360,CASE,6.0,#10,36.3,2025-09-09,KITCHEN,
800,"PAD SCOUR EXTRA-HEAVY NYLON 3.5"" X 6"" BLUE",SYSCO,SUPPLIES,5793922,CASE,1.0,20 CT,10.31,2025-09-05,KITCHEN,
801,CLOTH CHEESE REGULAR WEIGHT 36 INCH,SYSCO,CLASSIC,6410898,CASE,1.0,60 YD,73.01,2025-09-05,KITCHEN,
802,CHOCOLATE DARK CALLETS 53.1%,SYSCO,CALLEBAUT,1852981,CASE,1.0,10 KG,258.58,2025-09-05,BAKERY,
803,BREADSTICK GARLIC,SYSCO,BAKER'S SOURCE,7113567,CASE,120.0,1.75 OZ,38.51,2025-09-05,BAKERY,
804,CHEESE PEPPER JACK LOAF,SYSCO,BLOCK & BARREL,7016363,CASE,2.0,5 LB,35.85,2025-09-05,KITCHEN,
805,CHEESE CUBE COLBY JACK,SYSCO,SCHREIBER FOODS,7276532,CASE,4.0,5 LB,71.85,2025-09-05,KITCHEN,
806,CHEESE CHEDDAR WHITE SHARP MICHIGAN,SYSCO,FARM COUNTRY,605950,LB,2.0,5 LB,8.143,2025-09-05,KITCHEN,
807,SALAMI SPRESSATA MILD SMALL,SYSCO,MASTRO SALAMI,7188685,LB,4.0,3 LB,7.995,2025-09-05,KITCHEN,
808,ICE CREAM BLUE MOON,SYSCO,PACKER,2099315,EACH,1.0,3 GAL,25.85,2025-09-05,KITCHEN,
809,,,,7703440,,,,,2025-10-22,KITCHEN,Needs Review
810,,,,1899063,,,,,2025-10-22,KITCHEN,Needs Review
811,,,,7592348,,,,,2025-10-22,KITCHEN,Needs Review
812,,,,2306781,,,,,2025-10-22,KITCHEN,Needs Review
